;Date;Close;Open;High;Low;Vol;Var;Open_Dollar;Open_IBOVESPA;DayofWeek;Weekofyear;Quarter;Month;News_N;News_NN;News_P
0;2020-05-20;21.6;0.8954923691598512;0.8662655621468682;0.8611016045438836;0.9835041225838768;-0.20973394116630556;3.6975396133026788;1.1499767184946;2;21;2;5;0;0;1
1;2020-05-19;21.69;0.9805419763380291;0.9588733874695071;0.8918378548570614;0.9489876227640456;-1.9317200842041802;3.6547463921336205;1.1746670057528164;1;21;2;5;0;0;1
2;2020-05-18;22.67;0.9586720773493548;0.9853327661331186;0.9410158553581459;1.3450423322351859;2.0891836206387344;3.81484201247454;0.9759405979190489;0;21;2;5;0;0;1
3;2020-05-15;21.63;0.9647470492906534;0.964886882620328;0.8942967548821155;0.8264097964807987;-1.82602272504073;3.761787746447506;1.0546895962765417;4;20;2;5;0;0;1
4;2020-05-14;22.55;0.8201627170877506;0.9432383000773734;0.7836462537546758;1.8849157909556233;1.9086172987345074;3.8944817129063316;0.9866299534122526;3;20;2;5;0;0;1
5;2020-05-13;21.6;0.872407475782917;0.8650628631167042;0.8414304043434498;0.6896713548868519;-0.05118790242113041;3.849589641652687;0.992469391849779;2;20;2;5;1;0;0
6;2020-05-12;21.61;0.9659620436789133;0.9516571932885224;0.8893789548320071;1.0600599491073486;-1.544163100604863;3.771115969045666;1.057653769866869;1;20;2;5;1;0;0
7;2020-05-11;22.38;0.9246522344780839;0.9961570574045958;0.9606870555585797;0.8388003348776613;0.08974190979680308;3.728555953441561;1.1234473374202043;0;20;2;5;1;0;0
8;2020-05-11;22.38;0.9246522344780839;0.9961570574045958;0.9606870555585797;0.8388003348776613;0.08974190979680308;3.728555953441561;1.1234473374202043;0;20;2;5;1;0;0
9;2020-05-08;22.32;0.9064273186541884;0.964886882620328;0.9274919052203474;0.735693354646627;1.7764955997801943;3.972488974383444;1.0075613765860123;4;19;2;5;1;0;0
10;2020-05-07;21.44;0.950167116631537;0.9300086107455678;0.83282425425576;1.464522523919217;-1.6146280067138299;3.650781897529402;1.0580752631676225;3;19;2;5;1;0;0
11;2020-05-06;22.24;0.9768969931732504;0.9660895816504923;0.9397864053456186;0.4423031061780615;-0.9231911155195937;3.4866051798017876;1.0800554802186484;2;19;2;5;1;0;0
12;2020-05-05;22.7;0.9282972176428627;1.0370488244301768;0.9287213552328747;1.4463792355523828;1.6003333345077775;3.4485926727142853;1.0479133231197622;1;19;2;5;0;0;1
13;2020-05-04;21.89;0.8979223579363705;0.8831033485691663;0.9127385050700224;0.5666510093751458;-1.7027091393500382;3.5321968677502937;1.1364955187033041;0;19;2;5;1;0;0
14;2020-04-30;22.75;0.9744670043967306;1.0298326302491916;0.9951116559093385;1.201223582985889;-1.6850929128227965;3.206292090727081;1.2829298650929066;3;18;2;4;0;1;0
15;2020-04-29;23.64;1.144566218753087;1.124845853632159;1.0799437067737092;0.5462951248660146;0.5565719127687078;3.401368545811101;1.1810442872043247;2;18;2;4;0;1;0
16;2020-04-28;23.33;1.020636791150599;1.0635082030937877;1.0110945060721908;1.722953753339492;3.604179101981519;3.5256671119315826;1.0125803300175145;1;18;2;4;0;1;0
17;2020-04-27;21.56;0.8468925936294639;0.8879141446898227;0.8279064542056517;0.8560585847875769;1.4241710692353606;3.4489424810617164;0.8529265706913803;0;18;2;4;0;1;0
18;2020-04-24;20.87;0.8711924813946575;0.8494277757245701;0.7381566032911726;2.1924666547348886;-2.3677216907534113;3.4386814362037406;1.0906937955074645;4;17;2;4;0;1;0
19;2020-04-23;22.04;0.9829719651145484;0.9600760864996715;0.9188857551326576;0.9764238149285268;-0.6589477176109685;3.3474980603067275;1.1468780841507777;3;17;2;4;0;1;0
20;2020-04-22;22.36;0.9513821110197969;1.0057786496459087;0.9643754055961608;1.2773368902809017;-0.5532503584475184;3.1874024399658065;1.0526172542145027;2;17;2;4;0;1;0
21;2020-04-22;22.36;0.9513821110197969;1.0057786496459087;0.9643754055961608;1.2773368902809017;-0.5532503584475184;3.1874024399658065;1.0526172542145027;2;17;2;4;0;0;1
22;2020-04-22;22.36;0.9513821110197969;1.0057786496459087;0.9643754055961608;1.2773368902809017;-0.5532503584475184;3.1874024399658065;1.0526172542145027;2;17;2;4;0;0;1
23;2020-04-20;22.63;0.9902619314441069;0.9865354651632825;1.000029455959447;0.4175220293843365;-1.1301817772146836;3.150089549573168;1.0534849376891011;0;17;2;4;0;0;1
24;2020-04-17;23.2;1.0765265330105447;1.0635082030937877;1.0135534060972453;0.27237572244966163;0.7635625744637975;3.089106294337696;0.9892083069629578;4;16;2;4;0;0;1
25;2020-04-16;22.79;1.1081163871052964;1.0887648827272347;1.0356835063227332;0.5259392403568833;-1.1389898904783045;3.0885232804253113;1.045147273333566;3;16;2;4;0;0;1
26;2020-04-15;23.38;1.1263413029291913;1.1681430187180681;1.1057621570367786;0.6914414318006895;-1.6586685730319342;3.075930179917796;1.1041239550943724;2;16;2;4;0;0;1
27;2020-04-14;24.28;1.2004559606130327;1.2487238537390657;1.2201010082017998;0.6529422589247239;0.5213394597142244;3.0273068196248865;1.045748230578781;1;16;2;4;0;0;1
28;2020-04-13;23.98;1.077741527398804;1.1104134652701894;1.0627314065983295;0.10908612714815234;0.9088964433135414;2.9582779723985033;0.9817707064267402;0;16;2;4;0;0;1
29;2020-04-09;23.48;1.2004559606130327;1.1946023973816793;1.1217450071996309;0.8029562773724519;-1.2667075328008066;2.9630586864800605;1.0343366287525149;3;15;2;4;0;0;1
30;2020-04-08;24.16;1.0242817743153778;1.157318727446591;1.0528958064981129;0.9671309111308799;2.230113432856668;3.0769796049600884;0.9078365006831952;2;15;2;4;0;0;1
31;2020-04-07;22.98;1.0838164993401027;1.0959810769082194;1.0504369064730583;0.8414554502484175;1.6003333345077775;3.144609218796748;0.7839800356734216;1;15;2;4;0;0;1
32;2020-04-06;22.17;0.9197922569250448;0.9528598923186867;0.9250330051952932;0.8950002768920018;3.212218061750392;3.165714322425085;0.5357819493024862;0;15;2;4;0;0;1
33;2020-04-03;20.65;0.8323126609703475;0.8085360086989892;0.6938964028401968;0.8091515465708832;-1.7511537622999531;3.115341920395021;0.6831663020769907;4;14;2;4;1;0;0
34;2020-04-02;21.49;0.8274526834173089;0.8710763582675246;0.8340537042682873;0.8883624884651112;0.17782304243301147;3.105897095014384;0.6133257402531367;3;14;2;4;1;0;0
35;2020-04-01;21.39;0.9295122120311226;0.9167789214137624;0.8389715043183956;1.110064621923258;-3.2265127339564437;3.0787286466972437;0.7254083826313084;2;14;2;4;1;0;0
36;2020-03-31;23.06;1.137276252423529;1.1392782419941285;1.0356835063227332;0.9423498343371549;-1.8920835745178863;3.035469014398277;0.8142424863203787;1;14;1;3;1;0;0
37;2020-03-30;24.08;1.035216723809715;1.1561160284164267;1.0381424063477875;0.49584793282164585;2.124416073693218;2.9537304638819006;0.7484516628640528;0;14;1;3;1;0;0
38;2020-03-27;22.96;1.0267117630918976;1.1128188633305176;1.001258905971974;1.0122678724337362;-2.3545095208579805;2.843540834441136;0.9831943439555884;4;13;1;3;0;0;1
39;2020-03-26;24.23;1.1725110896830597;1.209034785743649;1.1487929074752272;1.4025698319349047;1.1819479544857876;2.856833551643514;0.83216857444866;3;13;1;3;0;0;1
40;2020-03-25;23.58;0.930727206419382;1.1982104944721719;0.9397864053456186;1.0941339296987205;2.124416073693218;2.932158949123655;0.5451947508665844;2;13;1;3;0;0;1
41;2020-03-24;22.49;0.8663325038416189;1.0238191350983712;0.8770844547067359;1.4335461779270608;4.220747030434978;2.9829977622836266;0.209169095589889;1;13;1;3;0;0;1
42;2020-03-23;20.51;0.9343721895841611;0.9300086107455678;0.6926669528276695;1.5202799467050985;-3.0855829217385105;2.889365727954597;0.3992038505538165;0;13;1;3;0;0;1
43;2020-03-20;22.04;1.0704515610692462;1.1068053681796968;0.8893789548320071;2.3991231344254165;-1.5705874403957256;2.8173052083838113;0.46930729687124006;4;12;1;3;0;0;1
44;2020-03-19;22.84;0.9963369033854054;1.0779405914557576;0.8315948042432332;2.410186115136901;-1.1566061170055462;2.944169035718786;0.38909295071034483;3;12;1;3;0;0;1
45;2020-03-18;23.43;1.1409212355883078;1.1404809410242929;0.8820022547568447;2.8606706897085443;-3.0855829217385105;2.8276828560242637;0.8113315482120483;2;12;1;3;0;0;1
46;2020-03-17;25.18;1.2065309325543307;1.4363449024446722;1.1217450071996309;2.266809885116064;2.5604176802424496;2.8592822100755306;0.6247977122136259;1;12;1;3;0;0;1
47;2020-03-16;23.78;1.0838164993401027;1.310061504277437;1.0270773562350435;1.9119094638916452;-4.076495663895855;2.652079065613903;1.2497559275182177;0;12;1;3;0;0;1
48;2020-03-13;26.19;1.5017745689014348;1.4928717568623868;1.1401867573875373;3.1217570344995758;4.841719015520248;2.4779911113757422;0.7040433921299507;4;11;1;3;0;0;1
49;2020-03-12;23.58;1.047366667692312;1.1777646109593811;0.9889644058467029;1.7406545224778671;-4.353951231699912;2.6008904441065;1.389063305153148;3;11;1;3;0;0;1
50;2020-03-11;26.15;1.6062640862917679;1.6083308637581446;1.3098508591162787;1.2680439864832547;-3.6140697175557617;2.397068780336705;1.7786680033717523;2;11;1;3;0;0;1
51;2020-03-10;28.47;1.8128131322959145;1.7959519124637506;1.6221311622981645;1.127765391061633;1.063038425426906;2.4361307124665;1.4421764004227398;1;11;1;3;0;0;1
52;2020-03-09;27.78;1.6305639740569615;1.6456145336932329;1.5975421620476222;1.2538833711725548;-3.0811788651067;2.5364091053967197;2.0958817760053017;0;11;1;3;0;0;1
53;2020-03-06;29.85;1.824963076178511;1.8741273494244197;1.8372849144904084;0.5967423169103833;-0.9672316818376979;2.391122038430378;2.329043308399608;4;10;1;3;0;0;1
54;2020-03-05;30.5;2.026652144629619;2.0112350388631324;1.9430176155677399;0.5073534327615896;-1.5353549873412422;2.348328817261319;2.6026879551647477;3;10;1;3;0;0;1
55;2020-03-04;31.58;2.0934768359839016;2.052126805888713;2.035226366507273;0.5436400094952584;0.3936218173917221;2.2486334382434845;2.5106899076230142;2;10;1;3;0;0;1
56;2020-03-03;31.28;2.074036925771747;2.068964592311011;2.0389147165448547;1.0950189681556393;-0.830705926251575;2.203274955859932;2.570515064179348;1;10;1;3;0;0;1
57;2020-03-02;31.86;2.1044117854782387;2.107450961276264;2.0770276669331946;1.4308910625563047;-0.1745014881118222;2.227295129050194;2.440399313889501;0;10;1;3;0;0;1
58;2020-02-28;31.96;2.0059972400292043;2.0797888835824883;2.0180140663318933;1.6428577729883453;1.2876453136492376;2.2408210518175253;2.3703716046495567;4;9;1;2;0;0;1
59;2020-02-27;31.04;1.9573974644988172;2.1098563593365918;1.9897367160437698;1.8614622718472764;-0.002743279471215774;2.173191437980866;2.520043436691694;3;9;1;2;0;0;1
60;2020-02-26;31.02;2.0059972400292043;2.0220593301346095;2.014325716294312;0.7206477008790082;-2.2267918785354786;2.1019471378874197;2.9555771842074074;2;9;1;2;0;0;1
61;2020-02-21;32.64;2.2089013028685724;2.178410204055948;2.219643868386339;0.024564954512411773;-0.4475529992840683;2.1096429215309014;3.0070805921708654;4;8;1;2;0;0;1
62;2020-02-20;32.96;2.262361055951998;2.221707369141857;2.2663629688623694;1.286187274850089;-0.18330960137544303;2.0758281146125714;3.1131465274446573;3;8;1;2;0;0;1
63;2020-02-19;33.07;2.2003963421507544;2.238545155564155;2.2294794684865566;0.03651297368081489;0.6006124790868119;2.0660334808845033;3.0288648806953686;2;8;1;2;0;0;1
64;2020-02-18;32.61;2.162731516114704;2.159167019573322;2.1643186178226195;0.22148601117683353;0.15580275927395937;2.0326850850960816;3.0468288373623897;1;8;1;2;0;0;1
65;2020-02-17;32.47;2.2344161850220257;2.1892344953274256;2.21103771829865;0.5883344515696554;-0.43434082938863705;1.9998031004375678;2.9959060803262725;0;8;1;2;0;0;1
66;2020-02-14;32.77;2.2672210335050367;2.2361397575038273;2.247921218674463;0.5560305478921208;-0.7734531900380395;2.0589207111534065;3.066230152043309;4;7;1;2;1;0;0
67;2020-02-13;33.33;2.318250797811944;2.2818423206500644;2.310623169313345;0.059081454332243;-0.7117963971926936;2.0642844391473485;3.1209452511474063;3;7;1;2;1;0;0
68;2020-02-12;33.86;2.37292554528363;2.362423155671062;2.377013469989809;2.094669905245367;-0.20532988453449516;2.037582401960116;3.050230420016129;2;7;1;2;1;0;0
69;2020-02-12;33.86;2.37292554528363;2.362423155671062;2.377013469989809;2.094669905245367;-0.20532988453449516;2.037582401960116;3.050230420016129;2;7;1;2;0;0;1
70;2020-02-11;33.99;2.37171055089537;2.3588150585805696;2.363489519852011;3.388153610032119;0.9837654060543185;2.029070398839295;2.8967025828553776;1;7;1;2;0;0;1
71;2020-02-10;33.23;2.2028263309272735;2.2565856410166174;2.24915066868699;1.1976834291582141;0.7151179515138828;2.023706670845353;2.9624275479834608;0;7;1;2;0;0;1
72;2020-02-07;32.68;2.123851695690394;2.207274980779888;2.1680069678602005;0.8042838350578301;0.5389556862414661;1.9795142162865698;3.0402841659932642;4;6;1;2;0;0;1
73;2020-02-06;32.26;2.2003963421507544;2.159167019573322;2.180301467985472;0.3338858952055147;-0.13486497842552841;1.924827511304857;3.0865633620688637;3;6;1;2;0;0;1
74;2020-02-05;32.34;2.2016113365390138;2.203666883689395;2.21103771829865;0.7011768548267957;0.23507577864654694;1.9480314650177797;3.060737567467861;2;6;1;2;0;0;1
75;2020-02-04;32.14;2.160301527338185;2.12669414575889;2.1557124677349297;-0.1422647946167725;0.318752854650945;1.939053050767051;3.009583757463493;1;6;1;2;0;0;1
76;2020-02-03;31.89;2.1177767237490954;2.1098563593365918;2.142188517597132;-0.0599562181233288;0.0985500230604239;1.97718216063703;2.9618359206680798;0;6;1;2;0;0;1
77;2020-01-31;31.8;2.1141317405843165;2.117072553517577;2.111452267283954;0.2883064146741991;-0.8571302660424375;1.9346221450329248;3.058298065225869;4;5;1;1;1;0;0
78;2020-01-30;32.41;2.074036925771747;2.1242887476985612;2.116370067334062;1.010940314748358;0.6138246489822432;1.9189973721810072;3.050438422569496;3;5;1;1;1;0;0
79;2020-01-29;31.94;2.196751358985975;2.1639778156939786;2.1557124677349297;0.04978855053459613;-0.7117963971926936;1.8774867816191958;3.1118765593483757;2;5;1;1;1;0;0
80;2020-01-28;32.45;2.2064713140920524;2.1844236992067683;2.2012021181984327;-0.0776569872617038;-0.04237978915750956;1.8962598295979924;3.0014497051061078;1;5;1;1;1;0;0
81;2020-01-27;32.46;2.2028263309272735;2.1988560875687386;2.2147260683362306;-0.20156237123032872;-0.9804438517331293;1.8639608588518632;3.2135327307269126;0;5;1;1;1;0;0
82;2020-01-24;33.17;2.3048858595410873;2.2601937381071098;2.2786574689876407;-0.18518915977733186;-0.3594718666478599;1.8490357026948079;3.278343362731225;4;4;1;1;1;0;0
83;2020-01-23;33.43;2.1748814599973008;2.283045019680228;2.213496618323704;0.6255060667602427;1.0145938024769916;1.8633778449394787;3.215987599912162;3;4;1;1;1;0;0
84;2020-01-22;32.65;2.21619126919813;2.19645068950841;2.225791118448975;-0.06659400655021942;0.23507577864654694;1.8845995513502927;3.141569335456033;2;4;1;1;0;0;1
85;2020-01-21;32.46;2.2344161850220257;2.2445586507149757;2.218414418373812;0.3511441451154303;-0.9672316818376979;1.869907600758191;3.2417491826431273;1;4;1;1;0;0;1
86;2020-01-20;33.16;2.3279707529180214;2.3046936022231828;2.3044759192507103;-0.027652314445794444;-0.9231911155195937;1.8429723580060036;3.220758486973949;0;4;1;1;0;0;1
87;2020-01-17;33.85;2.338905702412359;2.3395718740979436;2.372095669939701;0.034300377538518015;0.2747122883328407;1.8659431061539729;3.123701422184366;4;3;1;1;0;0;1
88;2020-01-16;33.62;2.338905702412359;2.3131124954343316;2.3352121695638877;0.17325141527476168;0.05891351337413012;1.8546326362537033;3.1075096033664784;3;3;1;1;0;0;1
89;2020-01-15;33.55;2.3376907080240983;2.2974774080421985;2.3327532695388333;0.6113454514495427;-0.5708665849747601;1.8032108091813472;3.174329463201597;2;3;1;1;0;0;1
